cohort	analysis_route	taxonomy	design	genus	complete_pairs	median_tumor_relabund	median_normal_relabund	median_paired_clr_effect	wilcoxon_p	bh_fdr_q
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tepidicella	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Terrimonas	50	0	0	0.141895	0.000573477	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tessaracoccus	50	0	0	0.141895	7.15565e-05	0.000390308
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tetrasphaera	50	0	0	0.141895	0.000103814	0.000411826
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Thauera	50	0	0	0.152114	0.000382585	0.00126649
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Thermomonas	50	0	0	0.152114	0.000398648	0.00130171
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Thermus	50	0	0	0.134993	0.000698391	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Thioclava	50	0	0	0.134993	0.000671589	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Thomasclavelia	50	0	0	0.130499	0.00911696	0.013465
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Treponema	50	0	0.000107746	0.152114	0.261209	0.290905
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Truepera	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tsuneonella	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tumebacillus	50	0	0	0.134993	0.000754934	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Tyzzerella	50	0	0	0.0827636	0.840754	0.856819
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__UBA12409	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__UCG-002	50	0	0	0.152114	0.000352222	0.00118228
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__UCG-003	50	0	0	0.141895	9.9154e-05	0.000403338
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__UCG-004	50	0	0	0.134993	0.000620771	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__UCG-005	50	0	0	0.141895	0.00190921	0.00334459
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Uliginosibacterium	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Ureaplasma	50	0	0	0.141895	9.04064e-05	0.00039812
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Vampirovibrio	50	0	0	0.152114	5.9167e-05	0.000364105
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Varibaculum	50	0	0	0.152114	0.000324077	0.00109547
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Variovorax	50	0	0	0.152114	8.87297e-06	8.87297e-05
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Veillonella	50	0.00950252	0.0154802	-0.275388	0.0951333	0.115898
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Verruc-01	50	0	0	0.134993	0.000847571	0.00157688
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Verticiella	50	0	0	0.141895	0.000508667	0.00151652
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Vibrio	50	0	0	0.141895	0.000529488	0.00154972
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Vulcaniibacterium	50	0	0	0.151012	0.0255001	0.0345764
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__W5053	50	0	0	0.141895	0.00760945	0.0113786
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Weissella	50	0	0	0.152114	4.87871e-05	0.000329828
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Xanthobacter	50	0	0	0.141895	0.000529488	0.00154972
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Xylanibacter	50	0	0	0.110749	0.0450275	0.0582566
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__Zoogloea	50	0	0	0.141895	0.000103814	0.000411826
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Clostridium]_innocuum_group	50	0	0	0.152114	0.0016549	0.00295297
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_brachy_group	50	0	0	0.0910573	0.211485	0.240552
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_eligens_group	50	0	0.000234874	-0.104243	0.291035	0.321142
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_saphenum_group	50	0	0	0.0888846	0.105255	0.12694
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_sulci_group	50	0	0	0.0823185	0.694746	0.721814
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_xylanophilum_group	50	0	0	0.141895	0.000645726	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Eubacterium]_yurii_group	50	0	0	0.139186	0.0567387	0.0720491
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Polyangium]_brachysporum_group	50	0	0	0.134993	0.000815605	0.00157225
PRJNA666746	DADA2_ASV	SILVA_138.2	primary	g__[Ruminococcus]_gnavus_group	50	0	0	0.110749	0.299955	0.328717
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	Unclassified	56	0	0	0.101236	0.00408795	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Abiotrophia	56	0	0	0.0649226	0.183649	0.223939
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Acholeplasma	56	0	0	0.0745992	0.0689069	0.0986152
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Achromobacter	56	0	0	0.0552958	0.263772	0.306027
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Acidiferrimicrobium	56	0	0	0.0836352	0.0154076	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Acidocella	56	0	0	0.0836352	0.0192279	0.0425506
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Acidovorax	56	0	0	0.0836352	0.0228564	0.0462939
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Acinetobacter	56	0	0	0.0912239	0.178329	0.218567
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Actinobacillus	56	0	0	0.0580825	0.787788	0.811558
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Actinomyces	56	0	0	-0.110756	0.0104274	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Aeriscardovia	56	0	0	0.0836352	0.0339351	0.0623884
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Aerococcus	56	0	0	0.0836352	0.012272	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Aeromonas	56	0	0	0.0912239	0.00842022	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Aggregatibacter	56	0	0	0.0062087	0.472866	0.523218
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Akkermansia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Alistipes	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Alloprevotella	56	0	0.00213146	-0.150058	0.00453026	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Alloscardovia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Alysiella	56	0	0	0.111517	0.00275662	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Aminipila	56	0	0	0.0718125	0.189085	0.228239
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Anaerobutyricum	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Anaerococcus	56	0	0	0.0745992	0.0552488	0.0810089
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Anaeroglobus	56	0	0	0.0552958	0.601633	0.653592
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Anaerostipes	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Anaerovorax	56	0	0	0.0745992	0.0439256	0.0724015
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Atopobium	56	0	0	0.0912239	0.00612935	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Azospirillum	56	0	0	0.0745992	0.053208	0.0784982
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bacillus	56	0	0	0.0836352	0.0147293	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bacteroides	56	0	0	0.0535189	0.781518	0.808584
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bergeyella	56	0.00015024	0	0.0062087	0.993492	0.993492
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bifidobacterium	56	0	0	0.0836352	0.0238515	0.0479035
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bilophila	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Blautia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Blvii28_wastewater-sludge_group	56	0	0	0.111517	0.00822004	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Brachymonas	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bradyrhizobium	56	0	0	0.0745992	0.0398225	0.068968
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Brevibacterium	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Brevundimonas	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Brucella	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bryobacter	56	0	0	0.0836352	0.0154076	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Bulleidia	56	0	0	0.0552958	0.133381	0.17047
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Burkholderia-Caballeronia-Paraburkholderia	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Butyrivibrio	56	0	0	0.0836352	0.0332543	0.0623884
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Campylobacter	56	0.0104748	0.00779967	0.342204	0.00883369	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Candidatus_Cardinium	56	0	0	0.0745992	0.0406161	0.0693374
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Candidatus_Saccharimonas	56	0	0	0.0319663	0.695398	0.728948
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Capnocytophaga	56	0.018718	0.0155398	-0.0185043	0.641965	0.681909
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Cardiobacterium	56	0	0	0.0062087	0.203194	0.240412
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Catonella	56	0.00423803	0.00161017	0.579665	0.00107171	0.0182957
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Caulobacter	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Christensenellaceae_R-7_group	56	0	0	0.0836352	0.0306469	0.0585969
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Chryseobacterium	56	0	0	0.0912239	0.00453026	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Cloacibacterium	56	0	0	0.0836352	0.0382748	0.0677606
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Comamonas	56	0	0	-0.0380944	0.053208	0.0784982
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Coprococcus	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Corynebacterium	56	0	0	-0.0319494	0.123149	0.159095
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Coxiella	56	0	0	0.0912239	0.0099478	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Cryptobacterium	56	0	0	0.0836352	0.0184035	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Cupriavidus	56	0	0	0.0552958	0.365234	0.413701
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Defluviitaleaceae_UCG-011	56	0	0	-0.062391	0.750389	0.779752
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Deinococcus	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Desulfobulbus	56	0	0	0.0745992	0.0740343	0.104699
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Desulfomicrobium	56	0	0	0.0552958	0.246739	0.287662
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Desulfovibrio	56	0	0	0.0745992	0.0652559	0.0939527
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Dialister	56	0.00141439	0	0.0893742	0.121178	0.15826
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Dietzia	56	0	0	0.0745992	0.0375203	0.0669206
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Dolosigranulum	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Dubosiella	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Dyella	56	0	0	0.0767453	0.0439256	0.0724015
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Eggerthia	56	0	0	0.0912239	0.00904716	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Eikenella	56	0	0	0.0890778	0.108066	0.143488
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Elizabethkingia	56	0	0	0.0649226	0.111693	0.147484
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Enhydrobacter	56	0	0	0.0912239	0.0101851	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Enterobacter	56	0	0	0.0890778	0.0319278	0.0605615
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Enterocloster	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Enterococcus	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Erysipelotrichaceae_UCG-006	56	0	0	0.0649226	0.170565	0.210129
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Erythrobacter	56	0	0	0.0912239	0.00783242	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Escherichia-Shigella	56	0	0	0.0319663	0.630326	0.672535
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__F0058	56	0	0	-0.264529	0.000206056	0.0077474
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__F0332	56	0	0	0.0649226	0.115414	0.15156
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Faecalibacterium	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Family_XIII_AD3011_group	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Family_XIII_UCG-001	56	0	0	0.131243	0.00693405	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Fannyhessea	56	0	0	0.0836352	0.0125579	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Filifactor	56	0.00102749	0	0.196616	0.00926521	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Finegoldia	56	0	0	0.0912239	0.0131473	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Flavobacterium	56	0	0	0.0745992	0.344035	0.391545
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Flexilinea	56	0	0	0.0836352	0.012272	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Fluviicola	56	0	0	0.0745992	0.041423	0.069719
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Fretibacterium	56	0	0	0.0257107	0.618779	0.666163
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Fuscovulum	56	0	0	0.0745992	0.0390422	0.0686108
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Fusobacterium	56	0.0594198	0.0245553	1.09545	0.00035318	0.0093789
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__GOUTA6	56	0	0	0.0836352	0.0188118	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Gardnerella	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Gemella	56	0.0122015	0.00924904	0.27223	0.148794	0.187167
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Gemmiger	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Gordonia	56	0	0	0.0836352	0.0188118	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Granulicatella	56	0.00178738	0.0127049	-1.44941	3.84395e-08	9.18705e-06
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Haemophilus	56	0.00881734	0.0316438	-0.195998	0.123149	0.159095
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Halomonas	56	0	0	0.0411789	0.624541	0.669351
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Hornefia	56	0	0	0.0257107	0.83841	0.86
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Howardella	56	0	0	0.0767453	0.0867148	0.119797
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Hoylesella	56	0.00279728	0.00796697	-0.545541	0.00926521	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Hyphomicrobium	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Incertae_Sedis	56	0.018484	0.0231885	0.171714	0.137653	0.174069
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Insolitispirillum	56	0	0	0.0745992	0.04746	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Intestinibacter	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Janibacter	56	0	0	0.0836352	0.0188118	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Johnsonella	56	0.000594014	0	0.168711	0.028217	0.0552776
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Kingella	56	0	0	0.0552958	0.84479	0.862841
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Klebsiella	56	0	0	0.0745992	0.200312	0.239373
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lachnoanaerobaculum	56	0.0032659	0.00418376	0.104045	0.677402	0.713212
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lachnospira	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_NK3A20_group	56	0	0	0.0745992	0.0439256	0.0724015
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lachnospiraceae_UCG-004	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lacticaseibacillus	56	0	0	0.0580825	0.203194	0.240412
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lactobacillus	56	0	0	0.0912239	0.227336	0.26634
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lancefieldella	56	0	0	0.0180071	0.488089	0.537572
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lautropia	56	0	0	-0.110711	0.00904716	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lawsonella	56	0	0	0.0649226	0.168034	0.208084
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Legionella	56	0	0	0.0912239	0.0406161	0.0693374
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Leifsonia	56	0	0	0.0745992	0.04746	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lentimicrobium	56	0	0	0.228575	0.00568789	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Leptotrichia	56	0	0	0.0773878	0.224211	0.263973
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Leucobacter	56	0	0	0.0745992	0.0913121	0.124706
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Ligilactobacillus	56	0	0	0.0319663	0.665505	0.703786
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Limnohabitans	56	0	0	0.0745992	0.041423	0.069719
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Limosilactobacillus	56	0	0	0.0745992	0.391725	0.435452
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Listeria	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Luteimonas	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Lysinibacillus	56	0	0	0.0836352	0.0188118	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mediterraneibacter	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Megamonas	56	0	0	0.0912239	0.00612935	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Megasphaera	56	0	0	-0.0879962	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mesomycoplasma	56	0	0	0.0912239	0.00842022	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Methylophilus	56	0	0	0.0649226	0.129212	0.16603
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Methylorubrum	56	0	0	0.0912239	0.00862474	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Methyloversatilis	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mobiluncus	56	0	0	0.0649226	0.0823062	0.114367
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mogibacterium	56	0	0	-0.114186	0.498382	0.546391
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Moraxella	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Morganella	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mycobacterium	56	0	0	0.0836352	0.0300232	0.0578673
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mycoplasma	56	0	0	0.116315	0.0977445	0.131983
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Mycoplasmopsis	56	0	0	0.0912239	0.0101851	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Neisseria	56	0.0115366	0.0607508	-1.54903	0.000480798	0.0114911
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Neobacillus	56	0	0	0.0912239	0.00842022	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Niabella	56	0	0	0.0836352	0.0188118	0.0420188
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Nitrosomonas	56	0	0	0.0836352	0.0300232	0.0578673
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Novosphingobium	56	0	0	0.0745992	0.0701606	0.0998117
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Nubsella	56	0	0	0.0836352	0.0360493	0.0647804
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Odoribacter	56	0	0	0.0257107	0.915549	0.923275
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Olsenella	56	0	0	0.0649226	0.151103	0.189076
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Opitutus	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Oribacterium	56	0.000378425	0.00287601	-0.427163	0.00822004	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Ottowia	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Parabacteroides	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Paracoccus	56	0	0	0.0912239	0.012272	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Parascardovia	56	0	0	0.0745992	0.0502652	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Parasutterella	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Parvimonas	56	0.0135305	0.00600052	0.574548	0.00464741	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Paucibacter	56	0	0	0.0912239	0.00783242	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Pelosinus	56	0	0	0.0745992	0.04746	0.0755559
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Pelospora	56	0	0	0.0767453	0.0753637	0.105953
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Peptoanaerobacter	56	0	0	0.174238	0.000139328	0.00665987
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Peptococcus	56	0.00193724	0	0.309857	0.000954454	0.0180647
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Peptoniphilus	56	0	0	0.101236	0.0200843	0.0440381
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Peptostreptococcus	56	0.00861532	0.00576398	0.815421	0.0009826	0.0180647
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Phaselicystis	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Phocaeicola	56	0	0	-0.0242329	0.200312	0.239373
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Plesiomonas	56	0	0	0.0836352	0.0223725	0.0457011
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Polynucleobacter	56	0	0	0.0912239	0.00842022	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Porphyromonas	56	0.0230838	0.0393807	-0.139703	0.288953	0.333622
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Prevotella	56	0.0232619	0.0425525	-0.325146	0.168034	0.208084
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Prosthecobacter	56	0	0	0.0836352	0.015757	0.0388238
PRJNA822685	DADA2_ASV	SILVA_138.2	primary	g__Proteiniphilum	56	0	0	0.0836352	0.0346277	0.0631758
